Nome Fantasia;CNPJ;Porte;UF;Localidade;Email Comercial
Hotel e Restaurante Ryane;25.796.848/0001-08;MICROEMPRESA;MG;Pavão;KLEBER.AVELAR@GMAIL.COM
RESTAURANTE XAPURI;25.877.812/0001-40;EMPRESA DE PEQUENO PORTE;MG;Belo Horizonte;financeiro@restaurantexapuri.com.br
HOTEL JAM;25.937.012/0001-78;MICROEMPRESA;MG;Pequi;hoteljam@gmail.com
PADARIA PRESIDENTE;25.949.488/0001-29;MICROEMPRESA;MG;Presidente Olegário;PADARIAPRESIDENTEPO@GMAIL.COM
barba grelha e bigode;26.016.528/0001-42;EMPRESA DE PEQUENO PORTE;MT;Cuiabá;BARBAGRELHAEBIGODE@GMAIL.COM
GIBA LANCHES;26.025.436/0001-29;MICROEMPRESA;SC;Lages;armando.mello@bol.com.br
RESTAURANTE W.D;26.026.754/0001-04;MICROEMPRESA;PA;Curuçá;consultoria_frodrigues@hotmail.com
FRANGUINHO NA PANELA;26.048.802/0001-65;MICROEMPRESA;GO;Formosa;fcoprojetos@gmail.com
ARMAZEM MARCA BRASIL;26.058.871/0001-50;MICROEMPRESA;MG;Gonçalves;silveira.mario@gmail.com
JACARANDA PIZZERIA E RISTORANTE LTDA;26.059.039/0001-78;MICROEMPRESA;RS;Antônio Prado;CONTATO@CONTABILIDADECONFIANCA.COM.BR
KANPAI;26.059.705/0001-78;EMPRESA DE PEQUENO PORTE;GO;Rio Verde;deby365@hotmail.com
GUARDA RIBEIRO COMERCIO EIRELI;26.059.981/0001-36;MICROEMPRESA;MG;Patrocínio;guardaribeiro@hotmail.com
Pitada Sabor;26.062.510/0001-87;MICROEMPRESA;RS;Muçum;pitadasabor@hotmail.com
M PIZZA & BURGER;26.065.659/0001-10;MICROEMPRESA;ES;Guarapari;AUGUSTO@SIMOESCONTABIL.COM.BR
HOME DELE PIZZARIA;26.078.751/0001-14;MICROEMPRESA;MG;Diamantina;INCICOCONTABILIDADEONLINE@GMAIL.COM
ARTESANO PIZZA E PESTO;26.079.100/0001-49;MICROEMPRESA;GO;Goiânia;artesanopizzaepesto@gmail.com
PONTO DO LANCHE LTDA;26.081.441/0001-59;MICROEMPRESA;MG;Belo Horizonte;ATOCONTABIL@GMAIL.COM
PAULISTAO LANCHES;26.082.445/0001-51;MICROEMPRESA;GO;Bom Jardim de Goiás;daniel.gerencser@gmail.com
ESSENCIA GAUCHA;26.084.516/0001-55;MICROEMPRESA;SC;Pomerode;essenciagaucha2016@gmail.com
POINT DO ACAI;26.092.067/0001-97;MICROEMPRESA;RJ;Trajano de Moraes;pointdoacaitrajano@gmail.com
RESTAURANTE AGUA NA BOCA;26.092.664/0001-11;MICROEMPRESA;SC;Campo Belo do Sul;armando.mello@bol.com.br
BAR E PASTELARIA DO LU;26.095.655/0001-84;MICROEMPRESA;SP;Primavera;BarPastelariadoLu@gmail.com
RIB'S BISTRO;26.101.619/0001-86;MICROEMPRESA;RJ;Nova Friburgo;ribscharcutaria@gmail.com
AROMI;26.101.626/0001-88;MICROEMPRESA;MG;Belo Horizonte;RESTAURANTEAROMI@UOL.COM.BR
COSTELA DE VACA;26.105.688/0001-68;MICROEMPRESA;GO;Anápolis;flavio.castro8@gmail.com
HOTEL CENTRAL;26.108.586/0001-04;MICROEMPRESA;PI;Pio IX;acioli@protonmail.com
CHALE E POUSADA MAGIA DO MAR;26.109.060/0001-30;MICROEMPRESA;RJ;Paraty;alziraveiga@hotmail.com
AÇAI TIO JOÃO ;26.111.374/0001-78;MICROEMPRESA;SP;Cachoeira Paulista;acaitiojoao@gmail.com
CONFRARIA DO ESPETINHO;26.115.125/0001-50;MICROEMPRESA;RS;Pelotas;confraria.espetinho@gmail.com
BIA RESTAURANTE;26.123.214/0001-49;MICROEMPRESA;RN;Luís Gomes;aedaalexandre@gmail.com
QUIOSQUE DA MARLENE;26.124.353/0001-97;MICROEMPRESA;SP;Guarujá;marleneposto9@hotmail.com
Juliane Cossul Kemper;26.128.332/0001-40;MICROEMPRESA;SC;Guaraciaba;geh_fockinck@outlook.com
MC DONALDS;26.131.047/0001-88;DEMAIS;SP;Praia Grande;ELI@RLM.COM.BR
DECK;26.136.464/0001-13;MICROEMPRESA;AC;Rio Branco;BIBS@VEMPRODECK.COM.BR
SUSHIK SUSHI BAR;26.141.817/0001-73;MICROEMPRESA;PI;Teresina;LUCIOGERCON@HOTMAIL.COM
CELITA YUKI SHIMOIIZAKA;26.171.638/0001-89;MICROEMPRESA;SP;Socorro;ce.yuki@hotmail.com
Domino?s Pizza;26.174.368/0001-60;MICROEMPRESA;SP;Atibaia;ROVR15@HOTMAIL.COM
ELEMENTOS BUZIOS HOSTEL;26.179.675/0001-33;MICROEMPRESA;RJ;Armação dos Búzios;reservaspousadaelementos@gmail.com
BULOVA PLACE;26.180.284/0001-39;MICROEMPRESA;GO;Silvânia;dioneaon@gmail.com
RESTAURANTE E PETISCARIA FRONTEIRAS;26.181.218/0001-83;MICROEMPRESA;RJ;Paraty;magnotavaresparaty@gmail.com
LANCHES MEL;26.184.557/0001-13;MICROEMPRESA;PR;Sapopema;jonasgodeny@yahoo.com.br
PARADA BEACH;26.192.919/0001-18;MICROEMPRESA;SC;Florianópolis;contato@paradabeach.com
NATURAL SNACK;26.194.338/0001-15;MICROEMPRESA;CE;Sobral;KASSINHAARAUJO@HOTMAIL.COM
AÇAI MARIA PITANGA;26.196.348/0001-90;MICROEMPRESA;CE;Baturité;jeffersonsilva_sousa@hotmail.com
SPACEBAR E LANCHONETE;26.199.475/0001-42;MICROEMPRESA;MG;Nacip Raydan;jeremy-usa@hotmail.com
RESTAURANTE E LOCADORA SOL E MAR;26.200.053/0001-40;MICROEMPRESA;AL;Maragogi;MURILOMAR@HOTMAIL.COM
CARIJO EMPORIO E CERVEJARIA ARTESANAL;26.208.936/0001-04;MICROEMPRESA;SP;Santo Antônio do Pinhal;CARIJOCERVEJARIA@GMAIL.COM
BAR E SORVETERIA MORANGUINHO;26.210.244/0001-92;MICROEMPRESA;MG;Buritis;leandro.moranguinhos@gmail.com
MIX PAO;26.213.770/0001-06;MICROEMPRESA;GO;Campos Verdes;acecomh@live.com
BAR DO ROBERTO E DA JO;26.226.814/0001-32;MICROEMPRESA;RJ;Nova Friburgo;robertocalazanspitta@gmail.com
CAFE COM FLORES CAFETERIA;26.228.146/0001-82;MICROEMPRESA;PA;Itaituba;wendersilva772@gmail.com
QUIOSQUE BRAHMA CHOPP - CAXIAS;26.228.897/0001-07;MICROEMPRESA;RS;Caxias do Sul;MICHELE.B.FIALHO@HOTMAIL.COM
RESTAURANTE NA TOCA DO COELHO;26.229.358/0001-84;MICROEMPRESA;CE;Fortaleza;LUSO.CUMBUCO@GMAIL.COM
PESQUEIRO, POUSADA QUIOSQUE DA PAMONHA;26.230.412/0001-01;MICROEMPRESA;SP;Maracaí;mrassessoriacontabil@hotmail.com
BAR AVENIDA;26.239.151/0001-90;MICROEMPRESA;ES;São Domingos do Norte;welingtonc18@gmail.com
CAFE DESCONCERTO;26.242.846/0001-21;MICROEMPRESA;RJ;Rio das Ostras;elianacontabeis@gmail.com
ACAI GERIBA;26.243.564/0001-49;MICROEMPRESA;MG;Betim;CONTABILIDADEAMORIM@UOL.COM.BR
RESTAURANTE MOSQUINI;26.271.451/0001-57;MICROEMPRESA;ES;Vargem Alta;lanchonetemosquini@yahoo.com.br
MINEIRAO STEAKHOUSE;26.287.385/0001-03;EMPRESA DE PEQUENO PORTE;ES;São Mateus;flavio_fassina@hotmail.com
CANDINHA SALGADOS;26.290.746/0001-70;MICROEMPRESA;SP;Cachoeira Paulista;candinhasalgadoscp@gmail.com
NEW LAVILLE;26.298.019/0001-50;EMPRESA DE PEQUENO PORTE;PA;Tucumã;LAVILLEACQUAPARKTUCUMA@GMAIL.COM
AREA 51 SNACK BAR;26.298.353/0001-03;MICROEMPRESA;SC;Bombinhas;wanesa.rosa@hotmail.com
ARMAZEM DO HAMBURGUER;26.299.058/0001-71;MICROEMPRESA;MG;Paracatu;armazemdohamburguer@gmail.com
RESTAURANTE CASA DE FAZENDA;26.304.138/0001-78;MICROEMPRESA;MG;Viçosa;contato.vicosa@casadefazendamg.com.br
BOI BRASIL CHURRASCARIA;26.319.260/0001-18;MICROEMPRESA;MT;Tangará da Serra;morettorodas@ibest.com.br
SEU COXINHA;26.323.459/0001-10;MICROEMPRESA;SP;Praia Grande;GILAPP@HOTMAIL.COM
SANTE COMIDA SAUDAVEL RESTAURANTE EIRELI;26.323.656/0001-39;EMPRESA DE PEQUENO PORTE;AM;Manaus;SANTECOMIDASAUDAVEL@OUTLOOK.COM
MAQUINA DO TEMPO PUB;26.324.930/0001-94;MICROEMPRESA;RS;Cambará do Sul;PPLEMOS@GMAIL.COM
HOTEL E RESTAURANTE SAO SEBASTIAO;26.325.398/0001-20;MICROEMPRESA;SP;Mendonça;lucimeire_duarte@hotmail.com
RESTAURANTE E CHOPERIA CABORE;26.326.073/0001-61;EMPRESA DE PEQUENO PORTE;RJ;Paraty;financeiro@villas-de-paraty.com.br
HOTEL FAZENDA BÚFALOS;26.328.259/0001-50;MICROEMPRESA;MG;Carangola;hotelfazendabufalos@gmail.com
SUPER NUTRI REFEIÇOES;26.333.385/0001-00;EMPRESA DE PEQUENO PORTE;MG;Cataguases;CONTASAN@BOL.COM.BR
CROA MARES MARAGOGI;26.336.205/0001-36;MICROEMPRESA;AL;Maragogi;thailles@hotmail.com
SORVETERIA DANJU;26.341.783/0001-60;MICROEMPRESA;SP;Hortolândia;sorvetes.danju@uol.com.br
LANCHONETE MOREIRA;26.343.438/0001-66;MICROEMPRESA;MG;Nanuque;LANCHONETEMOREIRA@BOL.COM.BR
RESTAURANTE POR DO SOL;26.343.656/0001-09;MICROEMPRESA;SP;Tambaú;canuto_turismo@hotmail.com
RESTAURANTE E POUSADA SEGREDO DA SERRA;26.354.694/0001-59;MICROEMPRESA;RN;Serra Negra do Norte;JBATISTANC@HOTMAIL.COM
BUTECO DO MEU BICHINHO;26.363.332/0001-24;MICROEMPRESA;PE;Belém do São Francisco;vandinha.marcula@outlook.com
RESTO ATLANTICO;26.363.442/0001-96;MICROEMPRESA;PA;Salinópolis;restodoatlantico@gmail.com
AUTO POSTO CENTRO;26.365.493/0001-57;MICROEMPRESA;BA;Quixabeira;CONTABILIDADEVITTORIAVANIN@HOTMAIL.COM
CANTINHO DO SABOR;26.365.788/0001-23;MICROEMPRESA;MG;Itabirito;rosileiasaldanha@bol.com.br
BEACH STOP;26.369.205/0001-32;MICROEMPRESA;SE;Aracaju;beachaju@beachstop.com.br
EU,CHEFF.;26.372.760/0001-13;MICROEMPRESA;DF;Brasília;financeiro@euchef.net
MADE IN BRESIL BISTRO & CAFE;26.383.319/0001-37;MICROEMPRESA;GO;Caldas Novas;jobe199@gmail.com
MOQUEM;26.388.708/0001-55;EMPRESA DE PEQUENO PORTE;AM;Manaus;CONTATO@MOQUERESTAURANTE.COM.BR
LANCHONETE DANY BOY;26.390.613/0001-76;MICROEMPRESA;PR;Sapopema;jonasgodeny@yahoo.com.br
FAZNDA MARIA DA FE;26.393.162/0001-20;MICROEMPRESA;MG;Maria da Fé;MIRTABONI@HOTMAIL.COM
JARDINS VILLAGE;26.393.690/0001-80;MICROEMPRESA;SP;São Paulo;jvhostel@outlook.com
quiosque lanches ;26.395.632/0001-95;MICROEMPRESA;MG;Juiz de Fora;PROCESSOS@MBCONTABILIDADE.COM.BR
AGRIDOCE BISTRO E POUSADA GOPAK;26.400.327/0001-44;MICROEMPRESA;SC;Imbituba;heitor13lermen@gmail.com
LV RESTAURANTE;26.402.378/0001-05;EMPRESA DE PEQUENO PORTE;SC;Bom Jardim da Serra;BETO@RIODORASTRO.COM.BR
ESTACAO CAFE;26.411.161/0001-61;MICROEMPRESA;PR;Ramilândia;estacaocaferami@yahoo.com
Fazenda São João - Morro do Gavião;26.418.670/0001-16;MICROEMPRESA;PR;Ribeirão Claro;RO-AL@UOL.COM.BR
KOMBURGER;26.421.049/0001-01;MICROEMPRESA;PA;Belém;ROGER-MEDEIROS@GMAIL.COM
RESERVA GASTRONOMIA;26.421.433/0001-04;MICROEMPRESA;RJ;Nova Iguaçu;CRISLIMA.C@HOTMAIL.COM
RESTAURANTE DO NOKA;26.426.067/0001-86;MICROEMPRESA;TO;Araguacema;enoquemoya@hotmail.com
CAFE COLONIAL;26.430.786/0001-70;MICROEMPRESA;MG;Itapecerica;CLCONTABILIDADE@ISIMPLES.COM.BR
SKY'S;26.435.289/0001-65;EMPRESA DE PEQUENO PORTE;DF;Brasília;skys@skys.com.br
RECANTO BEIRA RIO;26.439.330/0001-71;MICROEMPRESA;RS;Morrinhos do Sul;fernandomengue@hotmail.com
RANCHO 3 PEDRAS;26.442.250/0001-75;MICROEMPRESA;MG;Córrego do Bom Jesus;jusantieli@gmail.com
COPAIBA BAR E RESTAURANTE;26.445.343/0001-53;MICROEMPRESA;MG;Brumadinho;andrea.d.sales@gmail.com
SGM FABRICA DE CHURROS E PASTEIS;26.450.599/0001-59;MICROEMPRESA;SC;Irani;nevescontabilidade@yahoo.com.br
PANIFICADORA QUERO MAIS;26.451.043/0001-87;MICROEMPRESA;GO;Rio Quente;wagner_bomviver@hotmail.com
SABORES DO MUNDO - SORVETERIA & DOCERIA - FABRICA;26.458.228/0001-13;MICROEMPRESA;SP;Elias Fausto;sdm.carima@gmail.com
Sunset Bar;26.459.173/0001-66;MICROEMPRESA;PR;Ponta Grossa;valeriakffuri@hotmail.com
CROISSANTERIE;26.463.976/0001-94;MICROEMPRESA;DF;Brasília;contato@croissanterie.com.br
TOP BURGUER;26.465.193/0001-40;MICROEMPRESA;SC;Urubici;andypriih@gmail.com
VELHO CHICO;26.466.381/0001-92;MICROEMPRESA;PE;Belém do São Francisco;CASSIO_SANTOS25@HOTMAIL.COM
ESPACO SKENTA;26.469.992/0001-94;MICROEMPRESA;SP;Praia Grande;MICHELBORILLO@HOTMAIL.COM
ACAI.COM;26.478.901/0001-87;MICROEMPRESA;MG;Bom Jesus da Penha;olandirbjp2@gmail.com
RESTAURANTE SABOR DE MINAS;26.488.456/0001-36;MICROEMPRESA;MG;Jenipapo de Minas;ctpedraspreciosas@gmail.com
RANCHO DO SABOR;26.490.181/0001-75;MICROEMPRESA;PR;Prudentópolis;ranchodosabor1075@gmail.com
EMBAIXADA CERVEJAS ARTESANAIS;26.497.457/0001-47;MICROEMPRESA;SC;Lages;franciele.gobi@gmail.com
PIZZARIA BRILHANTE;26.500.732/0001-34;MICROEMPRESA;CE;Jaguaribe;ARYFREIRE31@HOTMAIL.COM
PIT STOP LANCHE;26.501.057/0001-68;MICROEMPRESA;TO;Palmeiras do Tocantins;lealwa@bol.com.br
MADRID'S SALGADOS;26.505.104/0001-41;MICROEMPRESA;SP;Atibaia;atibaia@lacoxinha.com.br
CERVEJARIA GALPAO DO CIPO;26.505.498/0001-38;EMPRESA DE PEQUENO PORTE;SC;Lages;JAMESTADEUBRANCO@YAHOO.COM.BR
Restaurante la em casa ;26.506.866/0001-62;MICROEMPRESA;MG;Pirapora;ROCHA@ROCHACONTAB.COM.BR
THE BLEND HAMBURGUERIA;26.517.701/0001-96;MICROEMPRESA;SP;Jacareí;NOVAOPCAOCONTABIL@GMAIL.COM
PADARIA E RESTAURANTE DO JOAQUIM;26.527.825/0001-52;MICROEMPRESA;GO;Chapadão do Céu;padariarestaurantejoaquim@gmail.com
POUSADA NINANOA;26.534.922/0001-72;MICROEMPRESA;AL;Porto de Pedras;pousadaninanoa@gmail.com
BAR E LANCHONETE DO ELTINHO;26.540.992/0001-33;MICROEMPRESA;SP;Paulo de Faria;KELLYCRIS8@HOTMAIL.COM
VIAMAR POUSADA;26.542.082/0001-90;MICROEMPRESA;SP;Caraguatatuba;reservas@viamarpousada.com.br
BREWSTONE PUB;26.544.208/0001-65;MICROEMPRESA;CE;Fortaleza;CAROLINAALENCARVERAS@GMAIL.COM
PUCAS' BAR;26.547.336/0001-62;MICROEMPRESA;SC;Balneário Piçarras;pucasbar@gmail.com
Sorveteria Gebom;26.549.711/0001-03;MICROEMPRESA;PR;Ivaté;welingtonwnl@gmail.com
TUGAENSE SERVICOS;26.552.097/0001-39;MICROEMPRESA;PA;Curuçá;manoelsnatiago.reis@gmail.com
CASA DO TURISTA;26.558.504/0001-15;MICROEMPRESA;PR;São Jorge D'Oeste;Josleiantonelo@gmail.com
PEPECA.COM;26.567.136/0001-71;MICROEMPRESA;MA;Cantanhede;turismo@cantanhede.ma.gov.br
A ROTISSERIE;26.571.107/0001-83;EMPRESA DE PEQUENO PORTE;SP;São Pedro;AROTISSERIE@GMAIL.COM
VANIA E BENE;26.571.764/0001-20;MICROEMPRESA;ES;Anchieta;VANIAGONCALVES@HOTMAIL.COM
EIOU CERVEJAS ESPECIAIS;26.573.925/0001-15;MICROEMPRESA;GO;Pirenópolis;amaral.lucas@gmail.com
HOTEL ESPARDATE;26.585.974/0001-78;MICROEMPRESA;PA;Curuçá;tizaturcuruca@hotmail.com
BAR DO EDIN;26.586.751/0001-25;MICROEMPRESA;ES;Vila Pavão;amanda.batista_pereira@live.com
EMPORIO RAIAR;26.589.828/0001-10;MICROEMPRESA;SC;Pomerode;SOCIETARIO02@BLU.IDEAL.CNT.BR
MIRANTE DAS AGUAS;26.594.945/0001-72;MICROEMPRESA;MT;Várzea Grande;marcos@mirantedasaguasmt.com.br
BARRANCOTECO;26.598.088/0001-89;MICROEMPRESA;SC;Pomerode;barrancotecolanchonete@gmail.com
EMPORIO DO SABOR;26.599.743/0001-13;MICROEMPRESA;MG;São Sebastião da Vargem Alegre;rafhael_cbr@hotmail.com
SUNSET BAR E RESTAURANTE;26.599.762/0001-40;MICROEMPRESA;PI;Luís Correia;DIONISIOCONTABILIDADE@HOTMAIL.COM
VILA CAFE;26.604.514/0001-40;MICROEMPRESA;CE;Viçosa do Ceará;carlaroseanne@hotmail.com
DECK LOUNGE BAR;26.606.810/0001-80;MICROEMPRESA;SC;Balneário Camboriú;espcodeckrestaurante@yahoo.com
BAR E RESTAURANTE TIA VANA;26.607.313/0001-04;MICROEMPRESA;PE;Belém do São Francisco;vanuzia.pereira.silva@hotmail.com
EXCELENCIA RESTAURANTE;26.608.046/0001-81;MICROEMPRESA;RS;Araricá;camilysulkovski2012@gmail.com
CICCINO BELLO;26.609.318/0001-68;MICROEMPRESA;SP;Cachoeira Paulista;CICCINOBELLOCH@GMAIL.COM
N M Z - BAR;26.610.591/0001-02;MICROEMPRESA;PI;Pimenteiras;wandersonsousa0917@gmail.com
SMART SUPERMERCADOS;26.623.774/0001-62;MICROEMPRESA;MG;Betim;ROBSON@OLIVEIRAESOUZA.COM
AQUA LANCHES;26.625.710/0001-09;MICROEMPRESA;SC;Pomerode;s.e.b@terra.com.br
O BOTTECO PETISCARIA & COMEDORIA;26.633.293/0001-38;MICROEMPRESA;AL;Pilar;Cleytoncharlessp@gmail.com
BARRIL RESTAURANTE E LANCHONETE;26.633.889/0001-38;MICROEMPRESA;MG;Uberlândia;MOTAJCS@HOTMAIL.COM
Cervejaria 3 Orelhas;26.638.414/0001-34;MICROEMPRESA;MG;Gonçalves;bruno.gomesfaria@gmail.com
PAO DE QUEIJO COM ACAI;26.642.583/0001-48;MICROEMPRESA;MG;Belo Horizonte;ADSON06@HOTMAIL.COM
Caiuá Carrancas ;26.644.303/0001-30;MICROEMPRESA;MG;Carrancas;MAURILIO.CA@UOL.COM.BR
FAUSTO & MANOEL;26.645.405/0001-70;EMPRESA DE PEQUENO PORTE;DF;Brasília;faustoemanoel@yahoo.com.br
CACHOEIRA DO LAGEADO - RESTAURANTE CAMPING E LAZER;26.646.433/0001-02;MICROEMPRESA;GO;Caiapônia;sucramoliveira@hotmail.com
ORIGINAL SALINAS BAR;26.651.111/0001-51;MICROEMPRESA;BA;Salinas da Margarida;cbetolima@gmail.com
Piwiarnia Tap House;26.651.269/0001-21;MICROEMPRESA;PR;Ponta Grossa;evaldotk@outlook.com
LUG S BATATA BELGA;26.658.264/0001-20;MICROEMPRESA;PB;João Pessoa;PARA.DIEGO@HOTMAIL.COM
CHURRASCARIA DO PORTAL;26.669.052/0001-49;EMPRESA DE PEQUENO PORTE;MA;Morros;huerton.silva@hotmail.com
PROSA;26.673.470/0001-00;MICROEMPRESA;RJ;Paraty;giavasrestaurante@gmail.com
JMC LANCHES;26.674.438/0001-49;MICROEMPRESA;CE;Jaguaribe;henriquefernandesjbe@gmail.com
FLOR DE ALECRIM ARTE E CULINARIA;26.676.321/0001-02;MICROEMPRESA;ES;Conceição da Barra;flordealecrimac@gmail.com
KIOSQUE ROSEIRA;26.677.233/0001-17;MICROEMPRESA;SP;Jundiaí;KIOSQUEROSEIRA@YAHOO.COM
CEBOLINHA;26.679.627/0001-04;MICROEMPRESA;RJ;Nova Friburgo;julio.lemos639@gmail.com
SIMONE BOLOS SALGADOS E DOCES;26.681.721/0001-06;MICROEMPRESA;BA;Pé de Serra;dudalopessena@gmail.com
CASABLANCA CAFE&BAR;26.689.341/0001-00;MICROEMPRESA;RJ;Armação dos Búzios;assistente.adm@bzbuzios.com.br
RESTAURANTE IPANEMA;26.690.859/0001-63;MICROEMPRESA;GO;Goiânia;ricardomajela@uol.com.br
SUBWAY;26.691.039/0001-96;MICROEMPRESA;GO;Uruaçu;subwayuruacu@gmail.com
TAPIOCARIA Q DELICIA;26.693.910/0001-90;MICROEMPRESA;ES;Conceição da Barra;GILSONGOMES120770@GMAIL.COM
HOSTERIA ALLA BOTTE;26.699.523/0001-61;MICROEMPRESA;ES;Santa Teresa;JROLDI@GMAIL.COM
RESTAURANTE SUR;26.703.528/0001-10;MICROEMPRESA;AL;Maceió;contatos@eventosgourmet.com.br
RESTAURANTE E POUSADA POR DO SOL;26.704.102/0001-81;MICROEMPRESA;RN;Serra de São Bento;aecio.rocha@hotmail.com
MINIBOX ANDREY;26.708.669/0001-26;MICROEMPRESA;GO;Buriti Alegre;mcandido@netsite.com.br
IMPERIO LANCHES;26.709.528/0001-28;MICROEMPRESA;RS;Pinhal da Serra;ALINE_PSNET@HOTMAIL.COM
POINT DO SORVETE;26.711.715/0001-46;MICROEMPRESA;GO;Pires do Rio;cassiapharmashop@hotmail.com
CAPITTANI SORVETES E ACAI;26.712.676/0001-00;MICROEMPRESA;SP;Caraguatatuba;LILI_CARAGUA@HOTMAIL.COM
CONTAINER DA PIZZA;26.714.053/0001-68;MICROEMPRESA;SC;Pomerode;pizzaconteinerpomerode@gmail.com
ZERO GRAU SOVERTERIA;26.714.316/0001-39;MICROEMPRESA;PA;Jacareacanga;robervalrsa@yahoo.com.br
MAMA VICTORIA;26.715.904/0001-97;MICROEMPRESA;GO;Jataí;mamavitoriaeventos@hotmail.com
SABOR DE BOTECO;26.736.431/0001-04;MICROEMPRESA;GO;Caldas Novas;dsoborges@hotmail.com
MANIAC BURGER;26.742.770/0001-01;MICROEMPRESA;MG;Belo Horizonte;LEGALIZACAO@NSCONTABEIS.COM.BR
RESTAURANTE TIA TEREZA;26.747.178/0001-94;MICROEMPRESA;MA;Raposa;edsonpduarte@hotmail.com
O CURUJAO;26.747.515/0001-43;MICROEMPRESA;RN;Lagoa Nova;pcbega@hotmail.com
POINT DO ACAI;26.749.252/0001-01;MICROEMPRESA;SP;Cananéia;POINTDOACAI2016@GMAIL.COM
O CAPOTE;26.749.284/0001-07;MICROEMPRESA;MA;Raposa;edsonpduarte@hotmail.com
PONTO DO ESPETINHO BAR E RESTAURANTE;26.752.609/0001-00;MICROEMPRESA;BA;Mirangaba;jonimoz@hotmail.com
CAFE DO MERCADO;26.757.274/0001-13;EMPRESA DE PEQUENO PORTE;PE;Recife;financeiro.bello.ibs@gmail.com
CLUBE LAPA;26.759.453/0001-90;MICROEMPRESA;MG;Itamarandiba;nen28@live.com
DICAFE;26.774.527/0001-67;MICROEMPRESA;AM; - ;DICAFEESPECIAISADM@GMAIL.COM
TEREZA PANCA;26.776.216/0001-37;MICROEMPRESA;RN;Maxaranguape;michelahonorato@hotmail.com
BAR E MERCEARIA ESPERANCA;26.786.409/0001-79;MICROEMPRESA;PR;Sapopema;jonasgodeny@yahoo.com.br
SORVETERIA E LANCHONETE HULA-HULA;26.794.089/0001-07;MICROEMPRESA;GO;Buriti de Goiás;weigla@live.co.uk
CAFE COLONIAL LOMBA GRANDE;26.795.727/0001-04;EMPRESA DE PEQUENO PORTE;RS;Novo Hamburgo;LEONITERESINHA@HOTMAIL.COM
DELLICATA;26.810.454/0001-11;MICROEMPRESA;PE;Carnaíba;fabiennefeitosa@hotmail.com
KOMBEER CERVEJAS ESPECIAIS;26.815.250/0001-73;MICROEMPRESA;ES;Serra;cervejakombeer@gmail.com
PADARIA TRES IRMAOS;26.822.184/0001-69;MICROEMPRESA;MG;Campanário;contabilidadeandrade@hotmail.com
CONVENIENCIA ROCHA;26.829.665/0001-04;MICROEMPRESA;MG;Porteirinha;abigaillidorio@hotmail.com
BALADA MIX;26.830.831/0001-84;MICROEMPRESA;GO;Goiânia;amvgoiania@gmail.com
RECANTO DO DESCANSO GOERGEN;26.838.053/0001-70;MICROEMPRESA;SC;Itapiranga;rdgoergen@gmail.com
PARADISE HOSTEL ILHA GRANDE;26.843.792/0001-50;MICROEMPRESA;RJ;Ilha Grande;scott@infoscott.net.br
SABOR DA TERRA;26.850.627/0001-25;MICROEMPRESA;RN;Olho-D'Água do Borges;sandradiogenisodb@gmail.com
ALOHA POKE BRASIL;26.855.186/0001-54;MICROEMPRESA;MG;Belo Horizonte;pedrolmerlo@gmail.com
KILOMANIA DA SERRA RESTAURANTE A KILO LTDA;26.857.751/0001-12;MICROEMPRESA;RJ;Teresópolis;lizielecarinapiovezan@gmail.com
TEMAKERIA E CIA;26.860.831/0001-27;MICROEMPRESA;ES;Vila Velha;ROBERTO.GALIMBERTI@TEMAKERIAECIA.COM.BR
CAFE COLONIAL QUEIJOS ITUPEVA;26.865.837/0001-97;MICROEMPRESA;SP;Itupeva;COMERCIAL@QUEIJOSITUPEVA.COM.BR
BIERWEIN CHOPPERIA & PIZZARIA;26.871.545/0001-67;MICROEMPRESA;SC;Treze Tílias;andreia_groth@hotmail.com
O PORAO CERVEJAS DO MUNDO;26.872.209/0001-39;MICROEMPRESA;RS;Nova Prata;oporao@oporao.com.br
QUINTAL VERDE;26.877.173/0001-86;MICROEMPRESA;GO;Chapadão do Céu;edu_g_costa@hotmail.com
CASA DO BOLO EJ;26.883.973/0001-00;MICROEMPRESA;PA;Itupiranga;edilliany@hotmail.com
LANCHONETE E RESTAURANTE KING BURGUER;26.886.126/0001-07;MICROEMPRESA;MG;Rubelita;convenios.rubelita@gmail.com
POUSADA BEM ESTAR;26.886.925/0001-75;MICROEMPRESA;MG;Poté;ctpedraspreciosas@gmail.com
HOTEL E RESTAURANTE;26.892.188/0002-02;MICROEMPRESA;SP;Aparecida;seibel-irma@bol.com.br
LE PUB;26.894.496/0001-88;MICROEMPRESA;PB;João Pessoa;CONTATO@LEPUB.COM.BR
CANTINHO SERTANEJO;26.896.656/0001-28;MICROEMPRESA;SP;Itaóca;binofortes@gmail.com
JEREMIAS ARTE & BAR;26.898.864/0001-66;MICROEMPRESA;MG;Belo Horizonte;LEGALIZACAO@AVCONTABILIDADE.COM.BR
SHOW DA NATUREZA;26.899.870/0001-38;MICROEMPRESA;AL;Olho D'Água do Casado;LOURIVALSHOWDANATUREZA17@GMAIL.COM
LANCHE GOIAS;26.903.257/0001-47;MICROEMPRESA;GO;Goiás;lanchegoias@gmail.com.br
RESTAURANTE DA SESE;26.904.999/0001-97;MICROEMPRESA;MA;Barreirinhas;sesesantosporto@hotmail.com
BAR RIO;26.913.083/0001-01;MICROEMPRESA;SE;Canindé de São Francisco;kinha-45@live.com
