Nome Fantasia;CNPJ;Porte;UF;Localidade;Email Comercial
HOTEL NETUNO BEACH;19.762.138/0001-56;DEMAIS;CE;Fortaleza;reservasnetunobeach@gmail.com
POUSADA PANORAMA;19.762.846/0001-97;MICROEMPRESA;GO;Pirenópolis;pousadapanorama@gmail.com
POUSADA VISTA LINDA LTDA - ME;19.765.554/0001-08;MICROEMPRESA;SP;Socorro;contato@pousadavistalinda.com
HOTEL POUSADA JASMIN LTDA;19.766.552/0001-33;DEMAIS;RS;Gramado;contabil@orientagramado.com.br
MACHADO TUR ;19.767.115/0001-34;MICROEMPRESA;SP;Ubatuba;somsocont@hotmail.com
pousada casa das janelasazuis;19.768.297/0001-68;MICROEMPRESA;RJ;Niterói;pousadacasadasjanelasazuis@gmail.com
TAMBAU HOSTEL;19.769.537/0001-49;MICROEMPRESA;PB;João Pessoa;tambauhostel@gmail.com
WA HOTEL CARUARU;19.777.444/0001-66;MICROEMPRESA;PE;Caruaru;reservas@wahotelcaruaru.com.br
RIGATONI BEACH CLUB BRASIL;19.779.710/0001-90;MICROEMPRESA;BA;Arraial D'Ajuda;reservas@rigatonibrasil.com.br
HOTEL POUSADA MATO GROSSO;19.781.025/0001-06;MICROEMPRESA;RN;Serra de São Bento;neguinhorn1@hotmail.com
POUSADA DUKALANGO;19.785.180/0001-92;MICROEMPRESA;GO;Caldas Novas;PATYPERBRITO@GMAIL.COM
Pousada Betânia;19.787.346/0001-00;MICROEMPRESA;RS;Gramado;atendimento@pousadabetaniagramado.com.br
POUSADA ITAPARICA;19.789.721/0001-50;MICROEMPRESA;PE;Jatobá;cjcontabilidade@outlook.com
Pousada Luz De Lua;19.797.750/0001-64;MICROEMPRESA;SP;São Pedro;contato@pousadaluzdelua.com.br
POUSADA DA FONTE;19.798.433/0001-62;MICROEMPRESA;BA;Lençóis;pousadadafontelencois@gmail.com
HOTEL OURO PRETO;19.805.917/0001-91;MICROEMPRESA;SP;Aparecida;ORGSAOPAULO@UOL.COM.BR
AQUARELA  DO BRASIL EMPREENDIMENTOS;19.805.935/0001-73;MICROEMPRESA;GO;Pirenópolis;aquarelapousada@hotmail.com
BRICK HOSTEL;19.811.047/0001-63;EMPRESA DE PEQUENO PORTE;RS;Porto Alegre;contato@brickhostel.com
HOPEDARIA DA CIDA;19.829.887/0001-53;MICROEMPRESA;BA;Cachoeira;hospedariadacida@gmail.com
HOTEL SOLARIS;19.830.165/0001-19;MICROEMPRESA;MG;São Lourenço;hotelsolaris2017@gmail.com
POUSADA NUNES SILVA;19.834.091/0001-99;EMPRESA DE PEQUENO PORTE;PE;Jataúba;rosaniosael@hotmail.com
HOTEL IPORA ITAPETININGA LTDA - EPP;19.834.908/0001-29;EMPRESA DE PEQUENO PORTE;SP;Itapetininga;financeiro.ipora@hotmail.com
HOTEL CENTRAL;19.837.079/0001-38;MICROEMPRESA;MG;Paraisópolis;reservas@hotelcentralparaisopolis.com.br
MY HOUSE HOSTEL;19.848.676/0001-68;MICROEMPRESA;RJ;Cabo Frio;myhousehostelcaborio@gmail.com
MC LOCACAO DE MAQUINAS;19.850.573/0001-32;MICROEMPRESA;BA;Feira de Santana;GEFICONT@TERRA.COM.BR
DELTA FLAT;19.851.509/0001-76;MICROEMPRESA;PI;Parnaíba;deltaflat@deltaflat.com.br
POUSADA ARTE DA NATUREZA;19.853.291/0001-99;MICROEMPRESA;MS;Bonito;reservas@pousadaartedanatureza.com.br
HOTEL CEDRO;19.858.713/0001-19;MICROEMPRESA;PA;Rio Maria;conttec_rio@hotmail.com
POUSADA E RESTAURANTE O PALADAR;19.861.260/0001-80;MICROEMPRESA;RN;Caicó;opaladarrestaurante@gmail.com
TOKO VILLAGE;19.869.233/0001-53;EMPRESA DE PEQUENO PORTE;BA;Porto Seguro;financeiro@tokovillage.com
POUSADA ATOL DAS ROCAS;19.869.665/0001-64;MICROEMPRESA;RJ;Cabo Frio;marcia_ottoni@yahoo.com.br
DOMONTE - HOTELARIA LTDA.;19.873.572/0001-03;MICROEMPRESA;RS;Gramado;PEDRO@MONTEFELICE.COM.BR
DOMONTE - HOTELARIA LTDA;19.873.572/0002-94;DEMAIS;RS;Gramado;danubia@montefelice.com.br
POUSADA DO RIACHO;19.879.889/0001-57;MICROEMPRESA;AL;São Miguel dos Milagres;pousadadoriacho@bol.com.br
BANDEIRA IGUASSU HOTEL;19.881.666/0001-24;MICROEMPRESA;PR;Foz do Iguaçu;financeiro@bandeiraiguassu.com.br
STAY ADMINISTRAÇÃO HOTELEIRA LTDA;19.885.407/0001-71;DEMAIS;SP;São Bernardo do Campo;gerencia@twintowersflat.com.br
STAY ADMINISTRAÇÃO HOTELEIRA LTDA;19.885.407/0002-52;DEMAIS;SP;São Bernardo do Campo;gerencia@twintowersflat.com.br
ECO HOTEL FAZENDA VERDI LTDA;19.886.685/0001-43;MICROEMPRESA;RS;Ipê;robertojoseverdi@gmail.com
POUSADA D PEDRO I;19.890.309/0001-22;MICROEMPRESA;BA;Porto Seguro;LETPORTOCONTABILIDADE@OUTLOOK.COM
TROPICAL LANCHES;19.892.958/0001-62;MICROEMPRESA;MT;São Pedro da Cipa;tropical-modas@live.com
VILLA ALOHA;19.897.745/0001-23;DEMAIS;CE;Itarema;LIGIABARROSO@SBARROSOADVOCACIA.COM
HOTEL SANTANA;19.899.518/0001-37;MICROEMPRESA;MG;Olhos D'Água;autop.santana@yahoo.com.br
HOTEL CANADA;19.900.355/0001-65;MICROEMPRESA;MG;Virgolândia;mirian@newview.com.br
LEIDYS POUSADA;19.900.782/0001-43;MICROEMPRESA;GO;Lagoa Santa;betil21@hotmail.com
POUSADA DEIN HAUS;19.901.097/0001-31;EMPRESA DE PEQUENO PORTE;SC;Pomerode;contato@deinhaus.com.br
POUSADA RECANTO DAS FLORES;19.904.458/0001-01;MICROEMPRESA;BA;Mucugê;pousada.recantodasflores@hotmail.com
RUBI PLAZA HOTEL;19.906.562/0001-27;EMPRESA DE PEQUENO PORTE;PA;Parauapebas;adm@rubiplazahotel.com.br
POUSADA BELA VISTA;19.914.675/0001-74;MICROEMPRESA;RN;Açu;MANUCOSME@YAHOO.COM.BR
LUA NOVA HOSPEDARIA E TRANSPORTE;19.917.122/0001-75;MICROEMPRESA;BA;Trancoso;objetivaacontabilidade@gmail.com
POUSADA CARIRI;19.923.962/0001-40;MICROEMPRESA;PB;Cabaceiras;joseosanildo@hotmail.com
FAZENDA ANHUMAS;19.924.675/0001-55;MICROEMPRESA;AL;União dos Palmares;belmabelmulher@hotmail.com
NIRVANA BEACH HOTEL;19.927.050/0001-47;MICROEMPRESA;BA;Maraú;ADRIANO_DANTAS@UOL.COM.BR
ACOMODAÇÃO DOIS IRMÃOS;19.932.277/0001-80;MICROEMPRESA;RJ;Angra dos Reis;vanilsong2irmaos@hotmail.com
HOTEL G1;19.934.899/0001-48;MICROEMPRESA;PA;Ananindeua;filialg1hotel@gmail.com
LE PARC HOTEL;19.937.057/0001-40;MICROEMPRESA;BA;Caetité;soniarlima@gmail.com
Pousada 45 Hostel;19.937.392/0001-48;MICROEMPRESA;MG;Belo Horizonte;pousada45hostel@gmail.com
POUSADA LAGOA;19.938.960/0001-25;MICROEMPRESA;MG;Belo Horizonte;sandraribeiro1@hotmail.com
BUGAN HOTEL RECIFE - by Atlantica Hotels;19.945.875/0001-94;DEMAIS;PE;Recife;controller.corp@rioave.com.br
HOTEL DANUBIO AZUL;19.947.528/0001-09;MICROEMPRESA;MT;Mirassol D'Oeste;financeiro@hoteldanubioazul.com.br
POUSADA AREIA DO MAR;19.951.395/0001-36;MICROEMPRESA;SP;Ubatuba;info@areiadomar.com.br
FLAT CALIFORNIA;19.959.234/0001-99;MICROEMPRESA;MG;Belo Horizonte;PROCESSOS@CSFONLINE.COM.BR
Hostel pousada Jaó;19.968.970/0001-03;MICROEMPRESA;GO;Goiânia;faz.eldorado@hotmail.com
THERMAS RESORT WALTER WORLD;19.970.202/0001-94;DEMAIS;MG;Poços de Caldas;gerencia@thww.com.br
POUSADA COQUEIRO VERDE;19.971.726/0001-08;EMPRESA DE PEQUENO PORTE;MG;Mateus Leme;EUPACELLI2@YAHOO.COM.BR
BARRA SOL HOTEL;19.971.917/0001-61;MICROEMPRESA;BA;Porto Seguro;FINANCEIRO@PRAIAMARPS.COM.BR
FLOR DE TUNA;19.972.441/0001-83;MICROEMPRESA;SC;Urubici;santourubici@yahoo.com.br
CASA DA TRILHA;19.975.593/0001-30;MICROEMPRESA;BA;Caeté-Açu;POUSADA.CASADATRILHA@GMAIL.COM
BAR, RESTAURANTE E HOTEL CENTRAL;19.981.000/0001-48;MICROEMPRESA;MG;Cruzília;barcentral@ig.com.br
HOSTEL PEDACINHO DA BAHIA;19.981.535/0001-19;MICROEMPRESA;BA;Salvador;paulo@absoluteconsultoria.com.br
POUSADA VIVA;19.987.507/0001-09;MICROEMPRESA;ES;Ibitirama;DELFINOVIEIRA@HOTMAIL.COM
SOLAR63 HOSTEL;19.994.785/0001-93;MICROEMPRESA;RS;Porto Alegre;reservas@solar63hostel.com.br
POUSADA BRISA DA SERRA;19.997.868/0001-36;MICROEMPRESA;RN;Portalegre;antoniabetulia@hotmail.com
HOTEL GIRASOL;19.998.860/0001-94;MICROEMPRESA;PA;Marituba;hotelgirasol234@gmail.com
MAC HOTEL;20.002.172/0001-01;MICROEMPRESA;TO;Palmas;reserva@machotel.com.br
HOTEL SOLAR DO ARCO LTDA ;20.002.530/0001-86;DEMAIS;RJ;Cabo Frio;FINANCEIRO@SOLARDOARCO.COM.BR
GALPAO CAMPEIRO RODA DE AMIGOS & POUSADA DA MAMUCHA;20.005.421/0001-12;MICROEMPRESA;RS;Áurea;mostifagaclaudete@bol.com.br
HOTEL NOVA PRATA;20.006.871/0001-20;MICROEMPRESA;AC;Acrelândia;valeria_dias17@hotmail.com
 POUSADA   TUPANA  LODGE;20.008.237/0001-26;MICROEMPRESA;AM;Careiro;reservas@amazontupana.com
POUSADA SANTA CATARINA;20.013.387/0001-28;MICROEMPRESA;SP;Cachoeira Paulista;reservas@pousadasc.com.br
TROPICAL;20.015.592/0001-22;EMPRESA DE PEQUENO PORTE;AP;Oiapoque;relinton@hotmail.com.br
HOTEL MALAQUIAS 3.10;20.018.168/0001-31;MICROEMPRESA;AM;Manaquiri;likamoura15@gmail.com
POUSADA SOSSEGO;20.021.222/0001-06;MICROEMPRESA;BA;Banzaê;jefferson149@gmail.com
HOTEL DE SELVA & RESTAURANTE FLOR DA AMAZONIA;20.022.211/0001-32;EMPRESA DE PEQUENO PORTE;AP;Mazagão;marcilianopauloamaral@gmail.com
CONFORT HOTEL;20.035.784/0001-09;MICROEMPRESA;CE;Crateús;reservas@confforthotel.com.br
7ESTRELAS.P7.COM.BR;20.041.060/0001-60;MICROEMPRESA;RJ;Armação dos Búzios;diegogra_22@hotmail.com
ONIX HOTEL PRAIA DE PIATÃ;20.042.451/0001-07;MICROEMPRESA;BA;Salvador;vendas@onixhoteis.com.br
HOSTEL E PENSIONATO CARVALHO;20.043.687/0001-50;MICROEMPRESA;RJ;Rio de Janeiro;andreiacarvalho1217@hotmail.com
POUSADA FORTALEZA;20.047.060/0001-77;MICROEMPRESA;RS;Cambará do Sul;pousada.fortaleza@bol.com.br
HOTEL MORAES;20.048.786/0001-24;MICROEMPRESA;PR;Ibaiti;hotelmoraesibaiti@hotmail.com
POUSADA DOLCE VITA;20.049.459/0001-97;MICROEMPRESA;RJ;Ilha Grande;luciana.vieira017@hotmail.com
POUSADA ACONCHEGO;20.050.865/0001-70;MICROEMPRESA;RN;Olho-D'Água do Borges;erciliogsuassuna@hotmail.com
POUSADA RESENDE;20.052.454/0001-13;MICROEMPRESA;AL;São José da Tapera;marcos_roberto.007@hotmail.com
POUSADA DAS ARTES;20.055.819/0001-63;MICROEMPRESA;MG;Tiradentes;CONTATO@POUSADADASARTESMG.COM.BR
POUSADA DO VÉIO;20.058.240/0001-54;MICROEMPRESA;CE;Jijoca de Jericoacoara;pousadadoveio@yahoo.com.br
KUARA HOTEL;20.059.435/0002-08;DEMAIS;BA;Arraial D'Ajuda;CONTEST@CONTESTCONTABIL.COM.BR
HOTEL FLERT;20.060.129/0001-00;MICROEMPRESA;SP;São Paulo;fabio.jfm@hotmail.com
CHE LAGARTO SUITES JOO PESSOA;20.065.441/0001-89;DEMAIS;PR;Curitiba;ATENDIMENTO.SISTEMAS@HOTMAIL.COM
CHE LAGARTO HOSTELS;20.065.441/0002-60;DEMAIS;PR;Foz do Iguaçu;nilson.t@chelagarto.com
LA LAVANDE;20.066.645/0001-34;MICROEMPRESA;RS;Gramado;renata@lalavande.com.br
HOTEL CRYSTAL;20.069.542/0001-28;EMPRESA DE PEQUENO PORTE;PR;Londrina;vendas@veronesihotelaria.com.br
HOTEL POUSADA RECANTO DA MATA;20.071.175/0001-05;MICROEMPRESA;ES;Marechal Floriano;recantodamata@hotmail.com
IBIS BUDGET MARINGÁ;20.071.613/0001-27;DEMAIS;PR;Maringá;ligia@mb7.eng.br
POUSADA O MONTE DAS OLIVEIRAS;20.074.176/0001-03;MICROEMPRESA;CE;Palmácia;jorgenativos@gmail.com
EDILAINE GEIKING;20.077.499/0001-42;MICROEMPRESA;ES;Afonso Cláudio;contato@paradadaserra.com.br
HOTEL SARANDI;20.082.819/0001-52;MICROEMPRESA;PR;Foz do Iguaçu;hotelsarandifoz@hotmail.com
POUSADA ARCO IRIS;20.093.164/0001-18;MICROEMPRESA;MG;Gonçalves;elisafsc@hotmail.com
Go Inn Serra;20.096.791/0002-93;DEMAIS;ES;Serra;ANDRE@CASAMORADA.COM.BR
APPLE HOUSE POUSADA LTDA;20.097.128/0001-22;MICROEMPRESA;SP;Campos do Jordão;SOLUCOES@ESCRITORIOUNIAO.COM.BR
SERINGAL  HOTEL;20.112.828/0001-49;MICROEMPRESA;AM;Manaus;eduardo@seringalhotel.com
REAL HOTEL;20.122.796/0001-62;MICROEMPRESA;PA;Redenção;realhotel@outlook.com.br
Hospedagem do Sítio;20.134.792/0001-02;MICROEMPRESA;BA;Lençóis;acnm55@gmail.com
POUSADA DAS PIPAS FLORENZA;20.135.826/0001-75;MICROEMPRESA;RS;Vacaria;escritorioboeira@yahoo.com.br
POUSADA VILLA N'KARA;20.136.204/0001-61;MICROEMPRESA;BA;Itacaré;reservas@villanakara.com
HOTEL HANGAR;20.136.981/0001-06;EMPRESA DE PEQUENO PORTE;PA;Belém;francisco.vilanovaneto@gmail.com
Pousada & Hostel Aloha ;20.139.604/0001-20;MICROEMPRESA;SP;Ilhabela;atendimento@hostelalorailhabela.com
ITAPARK;20.146.639/0001-97;MICROEMPRESA;CE;Itaitinga;itapark.ltda@outlook.com
POUSADA SAMBA PA TI;20.166.452/0001-55;EMPRESA DE PEQUENO PORTE;AL;Porto de Pedras;POUSADASAMBAPATI@GMAIL.COM
POUSADA FAZENDINHA DE MINAS;20.173.009/0001-01;MICROEMPRESA;MG;Tiradentes;CDINALLI@BOL.COM.BR
BAR E PENSAO DONA CONCEICAO;20.182.264/0001-10;MICROEMPRESA;MG;Jaguaraçu;paulomendes.jr@uol.com.br
HOTEL IMACULADA;20.182.368/0001-25;MICROEMPRESA;PR;Curitiba;agnelohotel@gmail.com
CONFORT FRONTEIRA HOTEL;20.184.536/0001-11;MICROEMPRESA;RS;Santana do Livramento;conforthotel.reservas@gmail.com
HOSTEL POLONIA;20.195.394/0001-98;MICROEMPRESA;RS;Porto Alegre;contatopolonia@gmail.com
CASA AZUL POUSADA;20.195.832/0001-18;MICROEMPRESA;RJ;Nova Friburgo;luizaottonidemenezes@gmail.com
POUSADA SAO JOSE;20.197.241/0001-80;MICROEMPRESA;GO;Trindade;lilia.mariasilva2014@gmail.com
BIG HOTEL;20.203.146/0001-41;MICROEMPRESA;MA;Imperatriz;rozalinaferreira@hotmail.com
SAGARANA HOTEL;20.206.330/0001-45;MICROEMPRESA;MG;Curvelo;sagaranahotel@gmail.com
HOTEL KEHL HAUS;20.206.431/0001-16;EMPRESA DE PEQUENO PORTE;RS;Gramado;gerencia@hotelkehlhaus.com.br
WORK BEACH;20.215.155/0001-52;MICROEMPRESA;PE;Tamandaré;diogo.dias@live.com
POUSADA POUSO DA PRAIA;20.216.194/0001-74;MICROEMPRESA;CE;Caucaia;pousodapraia@hotmail.com
MATAHARI BOTECO LOUNGE E POUSADA;20.216.457/0001-45;MICROEMPRESA;BA;Arraial D'Ajuda;matahari@pousadamatahari.com.br
POUSADA MON RECOIN;20.217.016/0001-68;MICROEMPRESA;MG;Leopoldina;PLANTECLEOPOLDINA@GMAIL.COM
HOTEL CASA DA MONTANHA LTDA;20.217.053/0001-76;DEMAIS;RS;Gramado;adailda@casadamontanha.com.br
PARADOR CASA DA MONTANHA ADVENTURES;20.217.053/0002-57;DEMAIS;RS;Cambará do Sul;adailda@casadamontanha.com.br
PETIT CASA DA MONTANHA;20.217.053/0003-38;DEMAIS;RS;Gramado;adailda@casadamontanha.com.br
HOTEL CASA DA MONTANHA LTDA;20.217.053/0004-19;DEMAIS;RS;Gramado;ORIENTA@HY.COM.BR
HOTEL CASA DA MONTANHA;20.217.053/0005-08;DEMAIS;RS;Gramado;ademir@casadamontanha.com.br
Pousada Vivendas da Serra;20.218.136/0001-80;MICROEMPRESA;MG;Catas Altas;LUISILVACRIS@TERRA.COM.BR
POUSADA CALVANOS CHALES;20.223.154/0001-50;MICROEMPRESA;RJ;Rio das Ostras;calvanoschales@gmail.com
POUSADA TOQUE MINEIRO;20.228.442/0001-05;MICROEMPRESA;MG;Tiradentes;toquemineiro@mgconecta.com.br
PORTA A PORTA ORGANICOS;20.228.492/0001-84;MICROEMPRESA;PE;Olinda;stenio@portaaportaorganicos.com
FLOPH HOTEL;20.230.519/0001-73;MICROEMPRESA;SC;Florianópolis;CONTABILIDADE@ANDRADEHOTEIS.COM.BR
POUSADA GIRASSOL;20.231.538/0001-14;MICROEMPRESA;BA;Cairu;ivanapatricia2101@gmail.com
ANDRE DANTAS PEROTTO;20.231.549/0001-02;DEMAIS;GO;Goiânia;into@hostel7.com.br
HOTEL SORRENTO;20.233.425/0001-58;MICROEMPRESA;MG;Belo Horizonte;reservas@hotelsorrento.com.br
POUSADA SAO FRANCISCO;20.241.371/0001-72;MICROEMPRESA;CE;Canindé;cristianno_t.d.b1987@hotmail.com
POUSADA MENINA LUA;20.245.123/0001-08;MICROEMPRESA;GO;Alto Paraíso de Goiás;liciamary1@gmail.com
POUSADA GUINDA;20.248.099/0001-52;MICROEMPRESA;MG;Guinda;contabilidadeexitus@yahoo.com.br
POUSADA YAMAGUCHI;20.249.558/0001-12;MICROEMPRESA;GO;Trindade;pousadayamaguchitrindadegoias@outlook.com
HOTEL E POUSADA - SAO MIGUEL ARCANJO -;20.253.047/0001-74;MICROEMPRESA;SP;Piquete;p.mariaj@hotmail.com
POUSADA MARIA;20.253.735/0001-34;MICROEMPRESA;SP;Cachoeira Paulista;contato@pousadademaria.com.br
POUSADA DA GERMANA;20.256.158/0001-34;MICROEMPRESA;PE;Fernando de Noronha;jiraya@pousadasdenoronha.com.br
POUSADA ESMERALDA;20.257.052/0001-55;MICROEMPRESA;SP;Olímpia;contato@pousadaesmeraldaolimpia.com.br
ASR EMPREENDIMENTOS HOTELEIROS LTDA;20.257.318/0001-60;DEMAIS;BA;Santa Cruz Cabrália;finance@campobahia.com
PIAZZA ORIONE HOTEL;20.264.300/0001-95;MICROEMPRESA;SP;São Paulo;hotelpracaorione@gmail.com
POUSADA SANTA INES;20.267.573/0001-93;MICROEMPRESA;SP;Cachoeira Paulista;pousadasantaines@gmail.com
PORTO SEGURO RESERVAS;20.272.292/0001-29;MICROEMPRESA;BA;Porto Seguro;jairobrasil@outlook.com
SAVI CAFE;20.275.773/0001-98;MICROEMPRESA;BA;Palmeiras;CINQUI2003@YAHOO.IT
VELINN CARAVELA POUSADA BROMÉLIAS;20.278.805/0001-09;MICROEMPRESA;SP;Ilhabela;financeiro@caravelapousada.com.br
POUSADA SHALOM;20.280.006/0001-77;MICROEMPRESA;RJ;Petrópolis;pousadaqueirozz@gmail.com
Pousada Das Conchas;20.288.073/0001-38;MICROEMPRESA;SC;Penha;pousadaconchas@hotmail.com
AGUA AZUL;20.289.992/0001-26;MICROEMPRESA;MS;Campo Grande;AGUAAZULEVENTOS@HOTMAIL.COM
POUSADA SAMBA DO KITE;20.291.049/0001-58;MICROEMPRESA;CE;Jijoca de Jericoacoara;adm@sambadokite.com.br
POUSADA MONTE HOREB;20.291.267/0001-92;MICROEMPRESA;SP;Cachoeira Paulista;reservas@pousadamontehoreb.com.br
CLUBE POUSADA SÃO BENEDITO;20.291.882/0001-07;MICROEMPRESA;CE;São Benedito;paulinhajorge@hotmail.com
LIVERPOOL INN POUSADA;20.294.461/0001-21;MICROEMPRESA;SP;Ubatuba;pousadaliverpool@gmail.com
ABRACO DO PAI - POUSADA;20.297.285/0001-81;MICROEMPRESA;SP;Cachoeira Paulista;contato@pousadaabracodopai.com
POUSADA AVENIDA;20.297.836/0001-07;MICROEMPRESA;MG;Porteirinha;wilsoncds49@gmail.com
POUSADA PARAÍSO ECOLÓGICO;20.297.845/0001-06;EMPRESA DE PEQUENO PORTE;BA;Arraial D'Ajuda;adm@pousadaparaisoecologico.com.br
ALAGOAS HOSTEL - UNIDADE CRUZ DAS ALMAS;20.298.538/0001-31;MICROEMPRESA;AL;Maceió;alagoashostel@gmail.com
HOTEL FLOR DO GOMIDE;20.300.702/0001-06;EMPRESA DE PEQUENO PORTE;SP;São Paulo;fabio.jfm@hotmail.com
R B HOTEL;20.301.745/0001-06;MICROEMPRESA;MT;Nova Ubiratã;jeffersonbeppler@hotmail.com
FAZENDA ECOLOGICA GAVIAO REAL;20.307.467/0001-96;MICROEMPRESA;MT;Cáceres;fazendagaviaoreal@gmail.com
HYATT PLACE MACAÉ;20.307.569/0001-01;DEMAIS;RJ;Macaé;JOSE.JUNIOR@HYATT.COM
VILLA ACONCHEGO DE GRAMADO;20.310.878/0001-30;MICROEMPRESA;RS;Gramado;diretoria@hotelvillaaconchego.com.br
PEDRA ROSA HOSPEDARIA;20.311.905/0001-90;MICROEMPRESA;SC;Florianópolis;reservas@pousadapedrarosa.com.br
POUSADA ALAMBIQUE;20.316.304/0001-70;MICROEMPRESA;MG;Conceição das Pedras;hrcontabil.hr@gmail.com
Pousada Villa Serena;20.319.658/0001-78;MICROEMPRESA;PE;Ipojuca;cesar@hospedanordeste.com.br
HOTEL TOTH;20.320.014/0001-08;MICROEMPRESA;MT;Nova Santa Helena;hoteltothedna@gmail.com
BAIXIO TURISMO;20.320.184/0001-84;DEMAIS;BA;Esplanada;fpinto@primainova.com.br
POUSADA AVENIDA;20.328.836/0001-27;MICROEMPRESA;RS;Mostardas;jonasbarbosa.m08@gmail.com
HOTEL WILLISAU;20.334.536/0001-50;MICROEMPRESA;RJ;Teresópolis;adrianejansen@uol.com.br
CASA DE HOSPEDAGEM ISRAEL;20.336.592/0001-24;MICROEMPRESA;SP;Cachoeira Paulista;contato@casadehospedagemisrael.com
PIEMONTE;20.342.569/0001-42;MICROEMPRESA;ES;Santa Teresa;sperandiocostalex@yahoo.com.br
Pousada Pier36;20.346.072/0001-00;MICROEMPRESA;SP;Peruíbe;reserva@pier36.com.br
SELVAGEM GRUPO;20.347.342/0001-90;MICROEMPRESA;PA;Alter do Chão;selvagemtours@gmail.com
LUKA;20.349.796/0001-08;MICROEMPRESA;SP;Ubatuba;suitepraiagrande@hotmail.com
POUSADA RANCHO DA SERRA;20.350.947/0001-30;MICROEMPRESA;RN;Martins;pousadaranchodaserra@hotmail.com
HOSTEL CABO FRIO;20.354.138/0001-04;MICROEMPRESA;RJ;Cabo Frio;TULLIOSTUMBO@HOTMAIL.COM
HOTEL POUSADA TAMBAU MAR;20.354.164/0001-24;MICROEMPRESA;PB;João Pessoa;hotelpousadatambaumar@gmail.com
POUSADA VITHORYA;20.355.420/0001-06;MICROEMPRESA;PB;Pitimbu;vithorya.hospedagens@gmail.com
DECK DA VILLA BAR E RESTAURANTE LTDA.;20.356.377/0001-95;MICROEMPRESA;SP;Ubatuba;atendimento@deckdavilla.com
HABITAT PRIME HOTEL;20.360.114/0001-50;EMPRESA DE PEQUENO PORTE;SP;Leme;gerencia@habitatprimehotel.com.br
LE JARDIN BUZIOS;20.360.614/0001-91;MICROEMPRESA;RJ;Armação dos Búzios;reservas@pousadalejardin.com.br
HOTEL REIS;20.364.592/0001-38;MICROEMPRESA;MG;Poços de Caldas;hotelreis@hotelreis.com.br
Pousada Nova Gironda;20.373.295/0001-59;MICROEMPRESA;RJ;Avelar;reservas.pousadanovagironda@gmail.com
PORTICO DO SOL;20.375.194/0001-17;MICROEMPRESA;RJ;Armação dos Búzios;NOVOSISTEMABZ@UOL.COM.BR
CHALES POR DO SOL;20.375.623/0001-56;MICROEMPRESA;MG;Tiradentes;andrea-sjdr@hotmail.com
Prime Hotel Ponta Pora;20.377.744/0001-37;MICROEMPRESA;MS;Ponta Porã;reservas@phpp.com.br
POUSADA RECANTO ITAÚNAS;20.384.292/0001-10;MICROEMPRESA;ES;Itaúnas;pousadarecantoitaunas@hotmail.com
POR DO SOL RESORT;20.387.556/0001-90;MICROEMPRESA;TO;Lagoa da Confusão;pordosolhotelclube@gmail.com
POUSADA CABO FRIO;20.395.359/0001-12;MICROEMPRESA;RJ;Cabo Frio;pousadacabofrio@yahoo.com.br
HOTEL IBIZZA;20.401.310/0001-25;MICROEMPRESA;SP;Itapeva;renan.rodrigues@grupohcr.com.br
PAJUÇARA HOTEL EXPRESS;20.402.342/0001-45;EMPRESA DE PEQUENO PORTE;AL;Maceió;silvio@pajucarahotel.com.br
*****************************************;20.402.943/0001-58;DEMAIS;CE;Jijoca de Jericoacoara;carolinaegarreta@gmail.com
PARADOURO CARACOL;20.403.001/0001-94;MICROEMPRESA;RS;Canela;PARADOUROCARACOL@OUTLOOK.COM
POUSADA MODERNA;20.404.046/0001-83;MICROEMPRESA;SP;Campos do Jordão;reservas@pousadamoderna.com.br
CA HOTELARIA LTDA;20.405.019/0001-25;DEMAIS;SP;Campinas;financeiro@goldenparkviracopos.com.br
REFUGIO DA SERRA;20.409.706/0001-19;MICROEMPRESA;GO;Pirenópolis;refugiodaserrapirenopolis@gmail.com
SATYADHARA YOGALIFE ASHRAM;20.410.848/0001-04;MICROEMPRESA;RS;Sanga Funda;clederdeoliveira@gmail.com
NAS NUVENS;20.417.060/0001-11;MICROEMPRESA;MG;Monte Verde;nasnuvenshospedaria@hotmail.com
RIEGER SERVICOS E POUSADA LTDA - ME;20.417.108/0001-91;MICROEMPRESA;SC;Blumenau;u.rieger@terra.com.br
POUSADA KONQUISTA DE PARATY;20.419.344/0001-47;MICROEMPRESA;RJ;Paraty;contato@pousadakonquistaparati.com.br
POUSADA THEODORA;20.421.724/0001-16;MICROEMPRESA;PI;Luís Correia;POUSADATEODORA1@GMAIL.COM
POUSADA PORTO DOS MILAGRES;20.425.486/0001-17;MICROEMPRESA;BA;Morro de São Paulo;contato@portodosmilagres.com
HOTEL MONTE CASTELLO;20.439.067/0001-34;EMPRESA DE PEQUENO PORTE;PR;Curitiba;montecastello@montecastello.com.br
HOTEL FAZENDA TERRA DOS SONHOS;20.441.413/0001-19;MICROEMPRESA;MG;Bueno Brandão;marketing@terradossonhos.com.br
CASAGRANDE HOTEL E RESTAURANTE;20.451.124/0001-09;MICROEMPRESA;SP;Lençóis Paulista;casagrandehotel@ig.com.br
POUSA PARAISO VERDE;20.452.533/0001-11;MICROEMPRESA;PB;Conde;VRSCONTABILIDADE@HOTMAIL.COM
