Nome Fantasia;CNPJ;Porte;UF;Localidade;Email Comercial
RIO'S RENT A CAR;10.342.907/0001-92;MICROEMPRESA;AL;Maceió;contato@riosrentacar.com.br
LOK VEX;10.346.095/0001-53;MICROEMPRESA;BA;Porto Seguro;SECONT@SECONTCONTABILIDADE.COM.BR
ALFAVILLE TURISMO;10.366.518/0001-05;MICROEMPRESA;MG;Contagem;alfavilleturismo@hotmail.com
W S TRANSPORTES;10.373.803/0001-45;MICROEMPRESA;SP;Pedreira;administrativo01@moacyrcontabil.com.br
Europcar ;10.382.277/0001-80;MICROEMPRESA;MG;Governador Valadares;FINANCEIRO.GOV@YESRENTACAR.COM.BR
Turistica Aracatuba;10.415.505/0001-70;MICROEMPRESA;SP;Araçatuba;turisticaaracatuba@hotmail.com
S & D VANS TURISMO;10.421.198/0001-30;MICROEMPRESA;PA;Belém;sd_vans@yahoo.com.br
Canaa Locadora de Veiculos;10.508.259/0001-00;MICROEMPRESA;SP;Piracicaba;assis_mello@hotmail.com
SCHNEIDER;10.519.266/0001-07;MICROEMPRESA;PR;Toledo;lrschneider@uol.com.br
CARVALHO TRANSPORTES E TURISMO;10.525.460/0001-97;MICROEMPRESA;AM;Manacapuru;carvalhotransp@gmail.com
RN TRAVEL;10.557.112/0001-00;MICROEMPRESA;RN;Natal;rntravel@hotmail.com.br
101 RENT A CAR;10.557.440/0001-06;MICROEMPRESA;RN;Natal;alvaro@futuracontabilidadern.com.br
VISION;10.560.303/0001-12;MICROEMPRESA;CE;Juazeiro do Norte;mariaizadaprocesso@hotmail.com
TRANSPORTES JAM;10.567.585/0001-80;MICROEMPRESA;MG;João Pinheiro;transportesjam2@yahoo.com.br
SCHINAIDER LOCADORA;10.611.098/0001-77;MICROEMPRESA;MG;Muriaé;schinaiderlocadora@hotmail.com
MEGA TUR;10.613.002/0001-00;MICROEMPRESA;SP;Ipuã;MEGATURTRANSPORTE@GMAIL.COM
IUNACAR LOCADORA DE VEICULOS;10.613.543/0001-38;MICROEMPRESA;ES;Iúna;edimilson@iunacar.com.br
TONELINE EMPREENDIMENTOS;10.614.328/0001-51;MICROEMPRESA;TO;Palmas;toneline_locaveiculos@hotmail.com
A5 LOCAÇÕES;10.649.059/0001-69;MICROEMPRESA;RN;Macau;a5locacoes@hotmail.com
CITY TOUR LOCADORA;10.655.419/0001-35;MICROEMPRESA;GO;Goiânia;contato@citytour.net.br
HG TUR;10.703.448/0001-25;MICROEMPRESA;PR;Santo Antônio da Platina;claudemir@escritoriorealsap.com.br
TM locação;10.733.966/0001-91;MICROEMPRESA;RN;Alto do Rodrigues;rubiiancontabilidade@assunet.com.br
LOCADORA VILACA E LEITE LTDA;10.745.169/0001-24;MICROEMPRESA;MG;Crucilândia;postosaogeraldobr@yahoo.com.br
TRANSVAN IBMIL;10.757.744/0001-09;EMPRESA DE PEQUENO PORTE;SP;São Paulo;transvanibmil@gmail.com
AZUL LOCADORA;10.764.533/0001-01;DEMAIS;SP;São Paulo;comercial@azullocadora.com.br
S V D MONITORING;10.780.145/0001-06;MICROEMPRESA;CE;Sobral;comercial@svd.com.br
GN Transportes;10.782.479/0001-19;MICROEMPRESA;SP;São Paulo;gilberto@gnrtransportes.com.br
COCOBONGO;10.788.541/0001-80;MICROEMPRESA;RJ;Casimiro de Abreu;contato@cocobongoeventos.com.br
COOPERTRALTO;10.803.015/0001-41;DEMAIS;GO;Alto Horizonte;belopovoa@gmail.com
GPS LOCADORA DE VEICULOS LTDA;10.815.783/0001-15;DEMAIS;RJ;Rio de Janeiro;GPSLOCADORA@HOTMAIL.COM
D RENT A CAR;10.817.501/0001-19;MICROEMPRESA;MG;Januária;drentacarlocadora@yahoo.com.br
APRECIATTO TRIP;10.827.097/0001-64;MICROEMPRESA;DF;Brasília;atendimento@apreciattotrip.com
SUDOESTE RENT A CAR;10.847.791/0001-43;MICROEMPRESA;GO;Rio Verde;sudoeste@sudoesterentacar.com.br
TRANSMARCAL TURISMO;10.859.832/0001-11;MICROEMPRESA;RJ;Vassouras;gmarcal.gm@gmail.com
LAP TUR  LOCACAO E TRANSPORTE;10.891.155/0001-19;MICROEMPRESA;SP;Santos;lualpe@gmail.com
LOCADORA DE VEICULOS TRANSLISIA LTDA;10.893.309/0001-01;MICROEMPRESA;MG;Nova Lima;TRANSLICIA@YAHOO.COM.BR
JC TRANSPORTES E LOCAÇÃO;10.930.300/0001-23;MICROEMPRESA;MS;Bonito;claudiofunchal@gmail.com
ROYAL RECEPTIVO;10.932.538/0002-79;MICROEMPRESA;DF;Brasília;contato@royalreceptivo.com.br
R & S RENTACAR;10.951.383/0001-37;MICROEMPRESA;BA;Ilhéus;r_srentacar@hotmail.com
ANDATRANS;10.961.138/0001-00;MICROEMPRESA;BA;Andaraí;rjroberto2010@gmail.com
LOC ALL RENT A CAR;11.017.691/0001-52;DEMAIS;CE;Fortaleza;locallrentacar@gmail.com
VIP VALET SERVICE;11.064.666/0001-20;MICROEMPRESA;CE;Fortaleza;GERENCIAL.SHEILA@GMAIL.COM
SOLUCOES RENT A CAR;11.078.937/0001-04;EMPRESA DE PEQUENO PORTE;PE;Olinda;solucoesrentacar@gmail.com
BELLA VIA;11.143.106/0001-60;MICROEMPRESA;SP;São Paulo;mauricio@bellavia.com.br
PITTY BELLINI;11.150.467/0001-34;MICROEMPRESA;MS;Bonito;pittybellini@hotmail.com
J & R TRANSPORTE;11.158.812/0001-86;DEMAIS;SP;São Paulo;JAIR@JRTRANSPORTESSP.COM.BR
WN PRODUCOES E EVENTOS;11.170.992/0001-11;MICROEMPRESA;AL;Maceió;wn.producoes.eventos@gmail.com
C.S LOCADORA DE VEÍCULOS ;11.194.235/0001-88;MICROEMPRESA;SP;Ubatuba;viviani.valim@hotmail.com
SANDRIN TRANSPORTES;11.268.897/0001-55;MICROEMPRESA;SP;Ituverava;adriano.sandrin@gmail.com
FORTAL EXECUTIVO TRANSPORTES;11.299.532/0001-98;MICROEMPRESA;CE;Fortaleza;fortalexecutivo@gmail.com
E. P. TUR;11.304.764/0001-97;MICROEMPRESA;AL;Messias;eptur-al@hotmail.com
I V S LOCACAO TRANPORTE E TURISMO;11.313.575/0001-80;MICROEMPRESA;BA;São Félix do Coribe;ivslocacao@gmail.com
TRANSPORTE NOSSA SENHORA DE FATIMA;11.335.375/0001-29;MICROEMPRESA;PR;Campo Largo;tholiv@gmail.com
PCV TRANSPORTES;11.392.796/0001-91;MICROEMPRESA;RS;Porto Alegre;pcvtransportes@hotmail.com
SR LOCADORA;11.399.304/0001-90;EMPRESA DE PEQUENO PORTE;AL;Maceió;attacklocao@gmail.com
HEFZIBA TURISMO;11.415.613/0001-06;MICROEMPRESA;SP;Guarulhos;hefzibatransportes@hotmail.com
CR LOG TRANSPORTES EXECUTIVO E LOGISTICA;11.417.858/0001-72;MICROEMPRESA;SP;Votorantim;ronaldo@crlog-logistica.com.br
Sbs transportes e logistica ;11.434.870/0001-95;MICROEMPRESA;MG;Belo Horizonte;alugueldevansecarros@gmail.com
MOTORS;11.439.821/0001-45;MICROEMPRESA;MS;Campo Grande;marcelobicca@hotmail.com
BRISA AUTO LOCAÇÕES;11.447.604/0001-05;EMPRESA DE PEQUENO PORTE;PE;Garanhuns;brisaautolocacoes@hotmail.com
BEZERRAS;11.449.308/0001-35;MICROEMPRESA;SP;Hortolândia;contatobezerrasturismo@outlook.com
SANTA FE TRANSPORTES;11.475.608/0001-99;MICROEMPRESA;MG;Guaraciama;juniorojuara18@hotmail.com
PONTO FORTE LOCADORA DE VEÍCULOS;11.486.013/0001-39;EMPRESA DE PEQUENO PORTE;MG;Belo Horizonte;hudson@pontofortelocadora.com.br
ADR LOCADORA DE VANS LTDA - ME;11.501.231/0001-03;MICROEMPRESA;SP;São Paulo;fiscal2@cvtonelli.com.br
APOIO LOCADORA;11.516.423/0001-85;MICROEMPRESA;ES;Vila Velha;apoiolocadora@hotmail.com
TRANS RALTUR;11.527.318/0001-41;MICROEMPRESA;RJ;Campos dos Goytacazes;trans.atlants@gmail.com
BR COPI;11.537.627/0001-00;MICROEMPRESA;RJ;Niterói;CONTATOBRCOPI@GMAIL.COM
INDUSTRIA E COMERCIO DE GELO PHILADELPHIA LTDA - ME;11.543.721/0001-64;MICROEMPRESA;SP;Presidente Prudente;gelophela@hotmail.com
CENTRAL EXECUTIVO DE TRANSPORTE;11.565.525/0001-90;MICROEMPRESA;SP;Cotia;rafael@topvan.com.br
NENO TUR;11.572.137/0001-37;MICROEMPRESA;RJ;Duque de Caxias;neno-tur@hotmail.com
RL TRANSPORTES;11.583.725/0001-76;MICROEMPRESA;SP;Santa Bárbara D'Oeste;JA_CONTABIL@HOTMAIL.COM
Nogueira e Nogueira transporte e locações Ltda ;11.616.660/0001-18;EMPRESA DE PEQUENO PORTE;SP;São Vicente;nn_transportes@hotmail.com
EKTUR;11.628.712/0001-76;MICROEMPRESA;MS;Bonito;eklocadora@gmail.com
V. CAR VEICULOS;11.644.975/0001-79;MICROEMPRESA;MT;Cuiabá;diretoria2@vcarveiculo.com.br
GLOBO TRANSPORTES;11.651.175/0001-85;MICROEMPRESA;MT;Rondonópolis;joelfcarmo@gmail.com
VALMIR TRANSPORTES;11.657.446/0001-00;MICROEMPRESA;ES;São Mateus;QUALICON.ASSESSORIA@GMAIL.COM
GS TUR;11.674.440/0001-40;MICROEMPRESA;RJ;Nova Friburgo;GILMARSANTIAGOMARQUI700@GMAIL.COM
valdanitur;11.715.642/0001-93;MICROEMPRESA;SP;Ourinhos;amandamorellidias@hotmail.com
ANGRALANCHAS;11.736.952/0001-94;MICROEMPRESA;RJ;Angra dos Reis;comercial@angralanchas.tur.br
TRANSTUR;11.740.946/0001-00;MICROEMPRESA;PR;Cascavel;transturturismo@hotmail.com
IMOVEIS ESCARPAS;11.743.154/0001-90;MICROEMPRESA;MG;Capitólio;imoveisescarpas@hotmail.com
TRANSPORTE E LOCADORA DOS ANJOS;11.748.580/0001-16;DEMAIS;SP;Cubatão;anjostransportes@hotmail.com
PORTAL DE EVENTOS LTDA;11.767.633/0001-46;MICROEMPRESA;GO;Goiânia;financeiro@portalstands.com.br
CENTRO DE LOGISTICA BRASIL;11.770.389/0001-70;MICROEMPRESA;GO;Uruaçu;clburuacu@hotmail.com
CENTRO DE LOGISTICA BRASIL;11.770.389/0002-51;MICROEMPRESA;GO;Goianésia;CLBURUACU@HOTMAIL.COM
TRANSARQUI LOCADORA DE VEICULOS LTDA.;11.866.698/0001-49;DEMAIS;SP;São Paulo;paloma@transarqui.com.br
LOQUALITY LOCADORA;11.885.040/0001-84;MICROEMPRESA;RJ;Rio de Janeiro;loquality@loquality.com.br
LLX VEICULOS;11.896.301/0001-61;DEMAIS;BA;Salvador;loja.salvador@locarx.com.br
LESTE TUR;11.900.082/0001-47;MICROEMPRESA;MT;Cuiabá;lestetur@gmail.com
SILVAN TUR;11.900.205/0001-40;EMPRESA DE PEQUENO PORTE;MT;Cuiabá;silvantur@gmail.com
J LAGE TURISMO;11.930.218/0001-61;MICROEMPRESA;MG;Raposos;adenisefaria@bol.com.br
FRETADO ALPHAVILLE;11.935.866/0001-00;EMPRESA DE PEQUENO PORTE;SP;Hortolândia;fretado@fretadoalphaville.com.br
ARENA LOCAÇÃO  DE VEÍCULOS;11.940.483/0001-20;MICROEMPRESA;RN;Natal;contato@arenarentacar.com.br
SD TOUR;11.962.077/0001-69;DEMAIS;BA;Conceição do Coité;eliane.soldourado@hotmail.com
HT LOCADORA DE VEÍCULOS;12.022.221/0001-40;MICROEMPRESA;RJ;Araruama;helcioturismo@hotmail.com
GERA PORTO;12.037.041/0001-31;MICROEMPRESA;BA;Porto Seguro;PORTOTEC@UOL.COM.BR
ABRAV;12.044.788/0001-17;EMPRESA DE PEQUENO PORTE;CE;Mombaça;abravservice@hotmail.com.br
TRANS FRANAIL;12.057.425/0001-16;MICROEMPRESA;SP;Itaquaquecetuba;PAULO@CDCONTABIL.COM.BR
VH PRODUÇÕES E EVENTOS;12.061.268/0001-12;MICROEMPRESA;RJ;Niterói;vhlogistic@vhlogistic.com.br
HOTEL NORTE E LOC FACIL LOCADORA DE VEICULOS;12.064.991/0001-55;MICROEMPRESA;AP;Macapá;airtonagrajunior@hotmail.com
LOCAFIRME;12.090.074/0001-45;MICROEMPRESA;RJ;Cabo Frio;locafirmelocadora@gmail.com
SWLOCADORA;12.115.372/0001-42;MICROEMPRESA;SP;São José do Rio Preto;brasilvan2009@hotmail.com
SEVEN EXECUTIVE SERVICE;12.115.517/0001-05;MICROEMPRESA;SP;São Paulo;atendimento@sevenexecutive.com
UNIDAS ALUGUEL DE CARRO;12.137.142/0001-84;MICROEMPRESA;AC;Rio Branco;rbrcomercial@unidas.com.br
LOCEX TRANSPORTE E TURISMO;12.152.065/0001-31;MICROEMPRESA;SP;Sorocaba;locexme@gmail.com
LOCAR;12.184.472/0001-20;MICROEMPRESA;PE;Recife;henrique_pst@yahoo.com.br
STYLOS;12.202.864/0001-75;MICROEMPRESA;BA;Porto Seguro;felipe_stolze@hotmail.com
MR DOS SANTOS TRANSPORTE TURISTICO;12.215.607/0001-78;MICROEMPRESA;RJ;Rio de Janeiro;mauro.transfer@hotmail.com
RENAMAR;12.290.394/0001-49;MICROEMPRESA;RJ;Barra Mansa;marioandrade4@hotmail.com
RAMOS LOCADORA DE VEICULOS;12.292.328/0001-08;MICROEMPRESA;MG;Três Marias;financeiro@ramoslocadora.com.br
EXPRESSO RS CARGAS E ENCOMENDAS LTDA;12.305.596/0001-17;DEMAIS;SP;São Paulo;comercial@expressors.com.br
JC. INSTALAÇÃO ELETRICA E TRANSPORTE;12.334.091/0001-80;MICROEMPRESA;MS;Bonito;joao.j.p.v@hotmail.com
DANTUR VIAGENS E TURISMO ;12.335.413/0001-06;MICROEMPRESA;SP;Cruzeiro;mcmcontabilidade1973@gmail.com
MIXLOC - LOCAÇÃO E SERVIÇOS;12.336.139/0001-90;DEMAIS;AL;Arapiraca;comercial@mixlocserv.com.br
J.G.O.;12.351.801/0001-80;EMPRESA DE PEQUENO PORTE;SP;Jaguariúna;contato@atyvacontabil.com.br
TRANSPORTARE;12.356.306/0001-64;MICROEMPRESA;DF;Brasília;falecom@brasilialocadora.com.br
REIS-TUR;12.358.308/0001-92;MICROEMPRESA;SP;Severínia;reistur_turismo@hotmail.com
GOMIDES TRANSPORTES;12.363.155/0001-71;MICROEMPRESA;MS;Bonito;gomidestransportes@hotmail.com
APOIO LOGISTICA;12.374.452/0001-12;MICROEMPRESA;AL;Maceió;VOANDOBAIXOTRANSPORTE@HOTMAIL.COM
KIRMIZIBEYAZ DO BRASIL RENT A CAR & SHUTTLE;12.379.183/0001-87;MICROEMPRESA;SP;Mongaguá;eker@eker.com.br
"MÔ D""""MARY TURISMO";12.382.025/0001-86;MICROEMPRESA;RJ;Barra Mansa;modmaryturismo@hotmail.com
GUERREIROS GUINCHO E TAXI;12.404.201/0001-33;EMPRESA DE PEQUENO PORTE;BA;Euclides da Cunha;sercont.fsa@bol.com.br
FORTE LOCAÇÃO E TURISMO;12.414.899/0001-78;MICROEMPRESA;DF;Brasília;fortelocadoraeturismo@gmail.com
gs tur;12.418.340/0001-16;MICROEMPRESA;PE;Petrolina;GLAUBER_JS@HOTMAIL.COM
COELHO'S TOUR;12.420.206/0001-50;MICROEMPRESA;SP;São Paulo;atendimento.coelhostour@gmail.com
CHT;12.431.661/0001-50;MICROEMPRESA;SP;Nova Odessa;fiscalmotta@gmail.com
PAIXÃO TUR;12.481.675/0001-89;MICROEMPRESA;SE;Campo do Brito;kikopaixaose@hotmail.com
WEB CAR EXPRESS;12.496.100/0001-30;MICROEMPRESA;RJ;Nilópolis;gustavo@webcarexpress.com.br
CARAVELA LOCAÇÕES;12.502.403/0001-18;MICROEMPRESA;PE;Recife;caravelalocacoes@gmail.com
VR3;12.507.345/0001-15;DEMAIS;PA;Ananindeua;construmaq@terra.com.br
NTT VEICULOS ESPECIAIS;12.507.574/0001-30;MICROEMPRESA;DF;Brasília;nycolay@gmail.com
GRILO TRANSPORTES;12.546.060/0001-93;MICROEMPRESA;MS;Bonito;grilotransporte@hotmail.com
LIMA TRANSPORTES;12.551.526/0001-49;DEMAIS;MG;Cássia;luis-van-tur.cassia@hotmail.com
GRAN REAL TUSRISMO;12.569.368/0001-54;MICROEMPRESA;DF;Brasília;granreal.turismo@gmail.com
FREI GALVAO VIAGENS;12.571.887/0001-57;DEMAIS;SP;Guaratinguetá;vai-de-van@bol.com.br
CROSS LOCADORA;12.572.080/0001-39;EMPRESA DE PEQUENO PORTE;GO;Goiânia;waldecir@crosslocadora.com.br
J. ULISSES TURISMO;12.578.515/0001-52;EMPRESA DE PEQUENO PORTE;AL;Maceió;julissestur@uol.com.br
AL TRANSPORTES E TURISMO;12.599.968/0001-65;MICROEMPRESA;GO;Valparaíso de Goiás;ALCEUGOMES2009@HOTMAIL.COM
ÁGUIA TURISMO LOCADORA DE VEÍCULOS;12.607.655/0001-01;MICROEMPRESA;SP;Indaiatuba;aguia.roger@hotmail.com
L F EXPRESS;12.622.305/0001-14;MICROEMPRESA;SP;Guarulhos;lf_transportes@hotmail.com
VAN VITORIA;12.623.309/0001-17;EMPRESA DE PEQUENO PORTE;ES;Vila Velha;lorenzi@vanvitoria.com.br
LOC REZENDE;12.625.458/0001-15;MICROEMPRESA;MG;Belo Horizonte;contato@locrezende.com.br
PROVIDENCIA;12.629.080/0001-28;MICROEMPRESA;SP;Mairinque;providencialocadora@hotmail.com
SILVEIRA RIO;12.645.007/0001-40;MICROEMPRESA;RJ;Queimados;silveirarioturismo@hotmail.com
LOCASIN;12.667.574/0001-05;MICROEMPRESA;SE;Laranjeiras;locasin@live.com
ACERT LOCADORA DE VEICULOS;12.675.054/0003-06;EMPRESA DE PEQUENO PORTE;PB;João Pessoa;betoveiculosjp@yahoo.com.br
ATIVA SOLUCOES E SERVICOS;12.695.335/0001-50;MICROEMPRESA;RS;Barracão;ATIVA_SERVICOS@HOTMAIL.COM
FRISSO LOCACOES E TRANSPORTES;12.722.018/0001-86;MICROEMPRESA;ES;Linhares;frissolocacoes@hotmail.com
S & A EVENTOS E CONSULTORIA;12.727.476/0001-08;MICROEMPRESA;PB;João Pessoa;sueniaseaeventos@gmail.com
PORTO ROLIM PESCA HOTEL;12.761.937/0001-69;MICROEMPRESA;RO;Alta Floresta D'Oeste;reservas@portorolimpescahotel.com.br
PROTOUR;12.801.601/0001-82;DEMAIS;RN;Natal;DIRETORIA@PROTOUR.COM.BR
PETROPOLIS LOCADORA;12.802.136/0001-02;MICROEMPRESA;RJ;Petrópolis;JTR.CONTABILIDADE@HOTMAIL.COM
BLESSED TOUR AVENTURA RN;12.826.303/0002-28;MICROEMPRESA;RN;Nísia Floresta;HILTONCONT@IG.COM.BR
TASS TRANSPORTES;12.828.032/0001-69;DEMAIS;BA;Salvador;paulo@realizarentacar.com.br
HOTEL NORMANDIE IGUASSU FALLS;12.833.667/0001-54;MICROEMPRESA;PR;Foz do Iguaçu;ledacontadora@gmail.com
Elton Jorge Pereira;12.876.766/0001-13;MICROEMPRESA;DF;Brasília;mayalocadora@gmail.com
LOCMASTER LOCADORA;12.901.398/0001-16;MICROEMPRESA;RJ;Barra Mansa;gamorin@ig.com.br
FARIAS & FELIX LOCACAO DE VEICULOS;12.901.574/0001-10;MICROEMPRESA;CE;Quixadá;NEM.FELIX@HOTMAIL.COM
LOCKMINAS;12.908.108/0001-66;MICROEMPRESA;MG;Pouso Alegre;financeiro.pousoalegre@aluguebrasil.com.br
LOCADORA DE VEICULOS LVLIFE;12.939.167/0001-00;MICROEMPRESA;SP;Valinhos;lvlberteli@terra.com.br
UDIVOL PECAS;12.939.461/0001-03;MICROEMPRESA;MG;Uberlândia;UDIVOL@UDIVOL.COM.BR
SANTA LIGIA TURISMO E VANS;12.940.957/0001-05;MICROEMPRESA;SP;Franca;santaligialocadora@gmail.com
MC LOCADORA;12.945.719/0001-84;MICROEMPRESA;PA;Belém;mc_locadora@hotmail.com
JOSE CARLOS FOGACA;12.957.340/0001-94;MICROEMPRESA;SP;Águas de São Pedro;taxifogaca.net@hotmail.com
T4 TRANSPORTE E LOCAÇÃO LTDA-ME;12.957.839/0001-00;MICROEMPRESA;ES;Vila Velha;denys.roriz@t4logistica.com.br
F&R TECNICA MONTAGENS INDUSTRIAIS;12.958.215/0001-07;MICROEMPRESA;BA;Senhor do Bonfim;frmontagens@hotmail.com
AGRESTE TUR;12.965.435/0001-50;MICROEMPRESA;RN;Nova Cruz;vilmartur@gmail.com
A M COSTRAN;12.967.323/0001-38;MICROEMPRESA;AM;Iranduba;adevaldomorais1@hotmail.com
MILTON SILVEIRA ;12.991.749/0001-27;MICROEMPRESA;MS;Bonito;milton_silveira@outlook.com
D & D TRANSPORTES;12.995.605/0001-49;MICROEMPRESA;SP;Paulínia;ngconta@terra.com.br
TRANSMARTINS LOCACAO E TURISMO;13.023.877/0001-40;MICROEMPRESA;RJ;São José do Turvo;transmartinsvr@yahoo.com.br
TRANSPRODUTOR;13.030.999/0001-63;DEMAIS;PA;Belém;transprodutor@hotmail.com
ALBUQUERQUE EMPLACAMENTOS ;13.044.674/0001-30;MICROEMPRESA;CE;Fortaleza;JOAOARGOS@ALBUQUERQUEEMPLAMENTOS.COM.BR
W5 - CINCO;13.048.183/0001-67;DEMAIS;MS;Bonito;locadorawcinco@gmail.com
ATITUDE VANS;13.058.448/0001-08;MICROEMPRESA;SP;São Paulo;maiacontabilista1@terra.com.br
SIG TRANSPORTES;13.077.554/0001-39;MICROEMPRESA;PR;Araucária;sigfriedschade@yahoo.com.br
SUTIL TRANSPORTES;13.100.732/0001-03;MICROEMPRESA;MS;Bonito;artursutil.neto@hotmail.com
ANTONIO TRANSPORTES;13.109.106/0001-70;MICROEMPRESA;AM;Presidente Figueiredo;AEDOVALEBARBOSA@HOTMAIL.COM
BELLAFONTUR;13.145.311/0001-90;MICROEMPRESA;SP;Jundiaí;contato@magitour.com.br
RTF - LOCADORA;13.211.295/0001-97;MICROEMPRESA;SP;Santo André;thiago@gruportf.com.br
ALFAMAR;13.233.384/0001-34;DEMAIS;RJ;Rio de Janeiro;welington@alfamarapoiomaritimo.com.br
PORTO  BRASIL SOLUÇÕES INTEGRADAS LTDA;13.238.283/0001-56;MICROEMPRESA;BA;Porto Seguro;contato@portobrasil.tur.br
LINOS BAR;13.248.386/0001-05;MICROEMPRESA;MS;Bonito;linosantosp@gmail.com
MCATUR RS;13.255.592/0001-34;MICROEMPRESA;RS;Canoas;MCATUR.RS@OUTLOOK.COM
SPE TRANSPORTES LTDA - ME;13.259.786/0001-08;MICROEMPRESA;SP;São Paulo;mbaspe2@gmail.com
TRANSBONITO;13.259.871/0001-76;MICROEMPRESA;MS;Bonito;bonito.transporte@gmail.com
TRANSPORTS;13.270.885/0001-90;DEMAIS;CE;Fortaleza;transportslocacoes@gmail.com
DOTE RENT A CAR LTDA;13.271.748/0001-70;DEMAIS;SP;São Roque;saoroque@aluguebrasil.com.br
LZ TRANSPORTE;13.282.970/0001-79;MICROEMPRESA;GO;Jaraguá;luizetical@hotmail.com
MARCOS BISPO TRANSPORTES;13.334.316/0001-61;MICROEMPRESA;SP;Lençóis Paulista;escarcoiris@terra.com.br
MALK TERCEIRIZACAO E PRESTACAO DE SERVICOS AUTOMOTIVOS;13.336.166/0001-25;MICROEMPRESA;MT;Cuiabá;kawasakirevisao@gmail.com
TRANSMARIN;13.353.134/0001-38;MICROEMPRESA;MG;Timóteo;marinfilho@hotmail.com
LR TOUR TRANSPORTES;13.379.855/0001-17;MICROEMPRESA;GO;Goiânia;contato@lrtour.com.br
VIP TRANSPORTE E TURISMO;13.384.886/0001-66;MICROEMPRESA;AM;Manaus;contato@viptransportetur.com.br
BH2 Locação e Transporte;13.397.126/0001-93;MICROEMPRESA;MA;São Luís;bh2locacoes@gmail.com
EMANUEL LOCAÇÃO E TURISMO;13.399.762/0001-54;MICROEMPRESA;MG;São Sebastião do Maranhão;turismo@emanuelturismo.com.br
VIA TRANSPORTE;13.409.979/0001-06;MICROEMPRESA;CE;Pedra Branca;neuritur@hotmail.com
JAIME TRANSPORTES;13.498.887/0001-31;MICROEMPRESA;MG;Três Corações;jaiminho-n@hotmail.com
JUNIOR AUTO CENTER;13.499.853/0001-61;MICROEMPRESA;PE;Goiana;marinhocontabilidade@hotmail.com
LE SERVICOS;13.519.252/0001-73;MICROEMPRESA;PE;Petrolina;LE_SERVICOS@HOTMAIL.COM
BRISA BUS LOCADORA DE VEICULOS;13.539.050/0001-93;MICROEMPRESA;SP;Penápolis;brisabus2009@hotmail.com
IKE LOG;13.539.767/0001-35;EMPRESA DE PEQUENO PORTE;SP;Guarulhos;ike-log@hotmail.com
LAW LOCACOES;13.556.478/0001-44;MICROEMPRESA;MG;Curvelo;lawlocacoes@gmail.com
PREVIL;13.586.813/0001-57;EMPRESA DE PEQUENO PORTE;BA;Capim Grosso;cadmiocrf@gmail.com
ARGUS TRANSPORTES E SERVICOS LTDA;13.620.215/0001-57;EMPRESA DE PEQUENO PORTE;SP;São Paulo;argustransportes@yahoo.com.br
NORTE BRASIL;13.631.508/0001-30;MICROEMPRESA;DF;Brasília;nb-turismo@hotmail.com
ARATU TURISMO E LOCACAO DE VEICULOS;13.660.903/0001-40;MICROEMPRESA;CE;Aracati;ULISSESTUR@YAHOO.COM.BR
R2M TRANSPORTES E LOCACAO;13.662.419/0001-50;MICROEMPRESA;SP;São José dos Campos;contabilidadem@yahoo.com.br
LOCADORA RAMOS;13.671.834/0001-70;EMPRESA DE PEQUENO PORTE;BA;Serrinha;LOCADORARAMOS@YAHOO.COM.BR
BUMERANGUE TRANSPORTES;13.672.604/0001-26;MICROEMPRESA;BA;Simões Filho;waluscontador@gmail.com
TROPICANA LOCAÇÕES;13.705.212/0001-16;MICROEMPRESA;AL;Maceió;gerenciaadm@tropicanaturismo.com.br
DSS LOCADORA DE VEICULOS E TURISMO;13.718.289/0001-20;MICROEMPRESA;DF;Brasília;saulotransportes@hotmail.com
TRANS CRIS TURISMO;13.751.013/0001-44;DEMAIS;SC;Lages;transcristurismo@uol.com
POP LOCADORA;13.776.110/0001-91;MICROEMPRESA;SP;São Paulo;BRUNA@POPCONTABIL.COM.BR
Aluga Vans Locadora de Veículos Ltda;13.790.087/0001-90;MICROEMPRESA;SP;São Paulo;CONTATO@ALUGAVANS.COM.BR
INTERLOC;13.807.927/0001-80;MICROEMPRESA;DF;Brasília;FINANCEIRO.ADM@GRUPOINTERLIGA.COM.BR
BOMBINHAS TUR;13.808.750/0001-36;EMPRESA DE PEQUENO PORTE;SC;Bombinhas;contato@bombinhastur.com.br
JM LOCACAO E TRANSPORTES;13.812.711/0001-02;MICROEMPRESA;SP;São Paulo;manoeltorres.neto@yahoo.com.br
TRANSVIX;13.815.331/0001-21;MICROEMPRESA;ES;Vitória;CONTATO@TRANSVIX.COM.BR
APR LOCADORA;13.836.490/0001-02;MICROEMPRESA;SP;São Paulo;APRLOCADORA@HOTMAIL.COM
VASCTUR LOCACAO E TRANSPORTES RODOVIÁRIOS;13.837.981/0001-78;MICROEMPRESA;MG;Matozinhos;vasctur@gmail.com
J. TUR LOCADORA E TRANSPORTES TURISTICA LTDA ME;13.841.698/0001-10;MICROEMPRESA;RJ;Rio de Janeiro;j.tour@bol.com.br
SMC TURISMO E LOCADORA;13.877.067/0001-50;MICROEMPRESA;DF;Brasília;sidney@smclocadora.com.br
LS TRANSFER;13.895.534/0001-75;MICROEMPRESA;SP;Sorocaba;CRISTIANO@TISSEIEBASTOS.COM.BR
SHIFT MOBILIDADE CORPORATIVA E AGENCIAMENTO LTDA;13.921.195/0001-54;DEMAIS;SP;São Paulo;katia.gomes@shiftmc.com.br
